Timestamp                	Data           	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:922	Number with Flush: 12. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:922	Number with Flush: 12. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:922	Number with Flush: 12. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:922	Number with Flush: 12. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:922	Number with Flush: 12. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:922	Number with Flush: 12. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:922	Number with Flush: 12. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:922	Number with Flush: 12. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:922	Number with Flush: 12. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:922	Number with Flush: 12. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:922	Number with Flush: 12. 	
2018-05-13 21:45:34:987	Number with Flush: 13. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
2018-05-13 21:45:34:871	Number with Flush: 11. 	
2018-05-13 21:45:34:922	Number with Flush: 12. 	
2018-05-13 21:45:34:987	Number with Flush: 13. 	
2018-05-13 21:45:34:172	Number with Flush: 0. 	
2018-05-13 21:45:34:230	Number with Flush: 1. 	
2018-05-13 21:45:34:292	Number with Flush: 2. 	
2018-05-13 21:45:34:373	Number with Flush: 3. 	
2018-05-13 21:45:34:457	Number with Flush: 4. 	
2018-05-13 21:45:34:513	Number with Flush: 5. 	
2018-05-13 21:45:34:584	Number with Flush: 6. 	
2018-05-13 21:45:34:652	Number with Flush: 7. 	
2018-05-13 21:45:34:716	Number with Flush: 8. 	
2018-05-13 21:45:34:768	Number with Flush: 9. 	
2018-05-13 21:45:34:819	Number with Flush: 10. 	
